"GeneName","Treatment","Fraction","avgExon_reads","avgIntron_reads","ExonCount","IntronCount","IntronExon_Ratio"
"NFAT","DMSO","Chromatin",24.3636363636364,15.0666666666667,11,5,0.594026284348865
"NFAT","DMSO","Cytoplasm",13.8787878787879,6.26666666666667,11,5,0.421181262729124
"NFAT","DMSO","Nucleoplasm",76.3939393939394,46.5333333333333,11,5,0.601252936570086
"NFAT","GSK591","Chromatin",14.8787878787879,8.6,11,5,0.541603053435115
"NFAT","GSK591","Cytoplasm",15.0909090909091,8.6,11,5,0.534463276836158
"NFAT","GSK591","Nucleoplasm",80.5454545454545,46.7333333333333,11,5,0.573095503530286
"NFAT5","DMSO","Chromatin",251.235294117647,162.641025641026,17,13,0.644798842326827
"NFAT5","DMSO","Cytoplasm",81.4901960784314,11.1025641025641,17,13,0.134592528935291
"NFAT5","DMSO","Nucleoplasm",44.7843137254902,5.15384615384615,17,13,0.112567945972657
"NFAT5","GSK591","Chromatin",211.137254901961,282.820512820513,17,13,1.3331958733567
"NFAT5","GSK591","Cytoplasm",98.0980392156863,14.3846153846154,17,13,0.145155398618003
"NFAT5","GSK591","Nucleoplasm",58.0392156862745,5.46153846153846,17,13,0.0925069616534246
"NFATC1","DMSO","Chromatin",24.4444444444444,50.5833333333333,9,4,1.98799126637555
"NFATC1","DMSO","Cytoplasm",49.0740740740741,79,9,4,1.57766272189349
"NFATC1","DMSO","Nucleoplasm",19.1851851851852,25.3333333333333,9,4,1.25504587155963
"NFATC1","GSK591","Chromatin",27.9259259259259,55.5,9,4,1.91869398207426
"NFATC1","GSK591","Cytoplasm",53.1111111111111,77.0833333333333,9,4,1.42453798767967
"NFATC1","GSK591","Nucleoplasm",18.8148148148148,28.75,9,4,1.45093457943925
"NFATC2","DMSO","Chromatin",84,19.75,1,4,0.232352941176471
"NFATC2","DMSO","Cytoplasm",136,1.91666666666667,1,4,0.0139902676399027
"NFATC2","DMSO","Nucleoplasm",53.3333333333333,0.666666666666667,1,4,0.0122699386503067
"NFATC2","GSK591","Chromatin",114.666666666667,31.0833333333333,1,4,0.268731988472622
"NFATC2","GSK591","Cytoplasm",132,3.91666666666667,1,4,0.0294486215538847
"NFATC2","GSK591","Nucleoplasm",58.3333333333333,0.416666666666667,1,4,0.00702247191011236
"NFATC2IP","DMSO","Chromatin",394.416666666667,273.666666666667,8,5,0.692096944151739
"NFATC2IP","DMSO","Cytoplasm",188.75,8.66666666666667,8,5,0.0456741326306544
"NFATC2IP","DMSO","Nucleoplasm",78.9166666666667,7.66666666666667,8,5,0.0959332638164755
"NFATC2IP","GSK591","Chromatin",302.25,261.133333333333,8,5,0.861115691123935
"NFATC2IP","GSK591","Cytoplasm",110,6.53333333333333,8,5,0.0588588588588589
"NFATC2IP","GSK591","Nucleoplasm",68.0833333333333,8.53333333333333,8,5,0.123522316043426
