"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"INTS11:1:1314962:1315403",20.5451079842662,6.08992095171003,0.921059399700572,6.61186559052522,3.79506510890512e-11,7.34018893150762e-11
"INTS11:1:1315614:1323176",453.978682553667,3.86520088291936,0.32482676565533,11.8992684458173,1.19389129747706e-32,1.50239393886536e-31
"INTS11:1:1315618:1319295",275.114312054016,5.40926697309046,0.378823526604257,14.2791209975227,2.95302626646389e-46,1.1303030666295e-44
"INTS11:1:1315618:1320995",438.713657820223,3.83508317771385,0.325195377451876,11.7931663351561,4.2332075531999e-32,5.08059975355591e-31
"INTS11:1:1321093:1323180",14.2539466000299,8.77958014826537,1.39541587477293,6.29173016230308,3.13946879927598e-10,5.44506648261342e-10
"INTS11:1:1321093:1324580",18.9892455732648,8.22896282950895,1.35519365000363,6.0721674939127,1.26195205397254e-09,2.03854846508904e-09
"DVL1:1:1338653:1339286",9.95867821331463,7.28826511769863,1.47387020000751,4.94498438034876,7.61499699515947e-07,9.09754764179791e-07
"DVL1:1:1338653:1339361",36.4817656073752,3.60775541874283,0.554895990115471,6.50167866232387,7.94286272025668e-11,1.48134250447154e-10
"DVL1:1:1339439:1339581",24.9589999015798,6.1392633522814,0.847412579117819,7.244715860452,4.33346722602839e-13,1.03114275761861e-12
"DVL1:1:1341805:1342052",15.7508638693885,6.3457771131069,1.13932200240691,5.56978369565491,2.55055778441516e-08,3.52860654456915e-08
"DVL1:1:1342758:1348895",40.285012401041,5.97493537213171,0.690415132247243,8.65411995343121,4.96729458406934e-18,1.86381825462532e-17
"AURKAIP1:1:1374445:1374704",24.7994914942988,2.19499866482351,0.615483264453,3.56630113537576,0.000362055318281938,0.000378412335988648
"AURKAIP1:1:1374790:1374996",56.9165457799448,2.19192212337222,0.444240249355906,4.93409169148955,8.05246072001787e-07,9.60122911084869e-07
"AURKAIP1:1:1374790:1375074",113.497994180498,1.54517907818945,0.406960586513043,3.79687647747168,0.000146530757134659,0.000154947591386787
"AURKAIP1:1:1374790:1375153",116.650670913828,1.54549565735647,0.404743507439315,3.81845694606527,0.000134289014741945,0.000142139962756715
"CCNL2:1:1387582:1387776",14.460048899281,6.95038344130922,1.26663897118593,5.48726480032563,4.08204988227754e-08,5.52458492557293e-08
"CCNL2:1:1388065:1388491",25.8272930838428,6.78500727335561,0.950740994010854,7.13654645807578,9.57049694850455e-13,2.19960109386675e-12
"CCNL2:1:1388065:1388625",33.2514179084173,6.56006309734562,0.84619259413174,7.75244683401745,9.01385602541075e-15,2.52989458821396e-14
"CCNL2:1:1388065:1390229",96.2371731999161,6.18920035474338,0.537134840249653,11.5226194448059,1.01478323388574e-30,1.0868589758753e-29
"CCNL2:1:1388743:1388949",19.6245459705877,6.1936990751451,1.01384521581571,6.10911703140192,1.00183846839405e-09,1.63931398678005e-09
